customer_id,customer_age,employment_type,branch_category,monthly_salary,credit_score,savings_balance,dti_ratio,existing_loans,monthly_expenses,customer_risk_score,recommended_loan_scheme
CUST-14007,46,Salaried-Corporate,Tier-1-Metro,9700.0,728,23700.0,47.3,0,5000.0,40,Standard Credit Builder Loan
CUST-14008,24,Salaried-Corporate,Tier-1-Metro,16300.0,716,110700.0,41.6,0,7500.0,30,Enterprise Preferred Express Loan
CUST-14009,46,Salaried-Corporate,Tier-1-Metro,9200.0,742,18000.0,38.1,1,4000.0,38,Enterprise Preferred Express Loan
CUST-14010,60,Self-Employed-Business,Tier-3-SemiUrban,4800.0,777,31500.0,18.7,2,1300.0,25,Enterprise Preferred Express Loan
CUST-14011,29,Salaried-Corporate,Tier-2-Urban,21700.0,808,140100.0,48.1,0,11100.0,20,Standard Credit Builder Loan
CUST-14012,25,Salaried-Corporate,Tier-3-SemiUrban,6200.0,731,26300.0,43.2,2,3300.0,45,Enterprise Preferred Express Loan
CUST-14013,52,Self-Employed-Business,Tier-1-Metro,22500.0,630,50700.0,32.3,1,7700.0,44,Standard Credit Builder Loan
CUST-14014,40,Salaried-Corporate,Tier-1-Metro,19500.0,690,42900.0,32.0,0,6600.0,34,Enterprise Preferred Express Loan
CUST-14015,31,Self-Employed-Business,Tier-1-Metro,12900.0,635,51400.0,34.8,1,4900.0,45,Standard Credit Builder Loan
CUST-14016,35,Salaried-Govt,Tier-2-Urban,26800.0,837,15200.0,46.9,1,12800.0,32,Standard Credit Builder Loan
CUST-14017,52,Salaried-Corporate,Rural,34200.0,850,153400.0,42.9,2,15400.0,18,Enterprise Preferred Express Loan
CUST-14018,48,Self-Employed-Business,Tier-2-Urban,8100.0,759,61900.0,48.2,1,4200.0,37,Standard Credit Builder Loan
CUST-14019,42,Salaried-Corporate,Tier-1-Metro,5500.0,774,9100.0,31.8,0,2100.0,27,Enterprise Preferred Express Loan
CUST-14020,61,Salaried-Govt,Tier-3-SemiUrban,2900.0,729,13900.0,37.4,2,1700.0,43,Standard Credit Builder Loan
CUST-14021,37,Salaried-Govt,Tier-3-SemiUrban,34400.0,737,265300.0,48.2,4,17200.0,32,Standard Credit Builder Loan
CUST-14022,46,Salaried-Corporate,Tier-1-Metro,6900.0,590,48000.0,18.9,1,1900.0,41,Guaranteed Secured Loan
CUST-14023,64,Self-Employed-Business,Tier-3-SemiUrban,17700.0,704,121700.0,28.9,0,5500.0,22,Enterprise Preferred Express Loan
CUST-14024,27,Self-Employed-Professional,Tier-1-Metro,5700.0,644,38000.0,37.2,0,2800.0,43,Standard Credit Builder Loan
CUST-14025,62,Gig-Worker,Tier-1-Metro,22500.0,731,63400.0,51.0,0,12000.0,38,Guaranteed Secured Loan
CUST-14026,46,Self-Employed-Business,Tier-1-Metro,5900.0,706,42400.0,8.7,0,1000.0,18,Enterprise Preferred Express Loan
CUST-14027,45,Salaried-Govt,Tier-2-Urban,4400.0,850,33300.0,18.0,2,1500.0,15,Enterprise Preferred Express Loan
CUST-14028,30,Salaried-Corporate,Tier-1-Metro,7900.0,779,33300.0,19.0,0,1800.0,16,Super-Prime Privilege Loan
CUST-14029,65,Salaried-Corporate,Tier-1-Metro,6500.0,731,20500.0,23.4,1,2200.0,30,Enterprise Preferred Express Loan
CUST-14030,39,Salaried-Govt,Tier-1-Metro,12800.0,690,46200.0,21.2,1,3200.0,31,Enterprise Preferred Express Loan
CUST-14031,31,Salaried-Corporate,Tier-3-SemiUrban,8700.0,836,26200.0,35.7,2,3800.0,28,Enterprise Preferred Express Loan
CUST-14032,33,Self-Employed-Professional,Rural,13100.0,708,27400.0,49.6,0,6800.0,44,Standard Credit Builder Loan
CUST-14033,28,Salaried-Corporate,Tier-3-SemiUrban,7500.0,735,38500.0,37.9,1,3600.0,36,Enterprise Preferred Express Loan
CUST-14034,60,Salaried-Corporate,Tier-1-Metro,6000.0,713,28300.0,19.4,0,1800.0,25,Enterprise Preferred Express Loan
CUST-14035,24,Salaried-Corporate,Tier-1-Metro,6300.0,680,25000.0,48.6,0,3600.0,47,Standard Credit Builder Loan
CUST-14036,67,Self-Employed-Professional,Tier-1-Metro,30500.0,713,37200.0,37.7,0,12000.0,35,Enterprise Preferred Express Loan
CUST-14037,51,Self-Employed-Business,Tier-1-Metro,10300.0,563,66700.0,18.3,1,2700.0,42,Guaranteed Secured Loan
CUST-14038,48,Self-Employed-Business,Tier-2-Urban,2700.0,594,4900.0,25.0,0,1100.0,45,Guaranteed Secured Loan
CUST-14039,31,Salaried-Corporate,Tier-2-Urban,6600.0,736,9000.0,45.1,1,3500.0,44,Standard Credit Builder Loan
CUST-14040,63,Self-Employed-Professional,Tier-2-Urban,9500.0,828,49100.0,42.7,0,4700.0,23,Enterprise Preferred Express Loan
CUST-14041,21,Salaried-Corporate,Tier-2-Urban,27100.0,736,94600.0,35.1,3,9900.0,37,Enterprise Preferred Express Loan
CUST-14042,67,Self-Employed-Professional,Tier-1-Metro,16600.0,656,15700.0,14.8,1,2800.0,34,Standard Credit Builder Loan
CUST-14043,58,Salaried-Govt,Tier-1-Metro,5200.0,602,16500.0,45.8,2,3000.0,63,Standard Credit Builder Loan
CUST-14044,44,Salaried-Corporate,Tier-2-Urban,35000.0,769,220100.0,22.5,0,8200.0,5,Super-Prime Privilege Loan
CUST-14045,67,Salaried-Govt,Tier-1-Metro,8800.0,667,45000.0,44.3,2,4600.0,52,Standard Credit Builder Loan
CUST-14046,51,Self-Employed-Business,Tier-1-Metro,18900.0,758,60900.0,38.4,1,7800.0,32,Enterprise Preferred Express Loan
CUST-14047,61,Salaried-Corporate,Tier-1-Metro,4500.0,739,8700.0,20.4,0,1400.0,24,Enterprise Preferred Express Loan
CUST-14048,66,Self-Employed-Professional,Tier-1-Metro,2100.0,746,11000.0,18.0,2,700.0,30,Standard Credit Builder Loan
CUST-14049,46,Salaried-Govt,Tier-1-Metro,3800.0,713,27200.0,14.2,2,1200.0,30,Enterprise Preferred Express Loan
CUST-14050,25,Salaried-Corporate,Tier-3-SemiUrban,1800.0,739,9600.0,19.4,4,1000.0,40,Standard Credit Builder Loan
CUST-14051,40,Salaried-Corporate,Tier-3-SemiUrban,31800.0,701,209800.0,15.4,2,5400.0,14,Enterprise Preferred Express Loan
CUST-14052,61,Salaried-Govt,Tier-1-Metro,10200.0,662,45000.0,37.0,0,4200.0,40,Standard Credit Builder Loan
CUST-14053,31,Salaried-Govt,Tier-1-Metro,5100.0,638,30000.0,36.1,0,2200.0,44,Standard Credit Builder Loan
CUST-14054,53,Salaried-Govt,Tier-2-Urban,11700.0,531,84500.0,35.6,1,4800.0,54,Guaranteed Secured Loan
CUST-14055,58,Self-Employed-Business,Tier-1-Metro,10000.0,696,63000.0,38.2,0,4400.0,35,Enterprise Preferred Express Loan
CUST-14056,47,Salaried-Govt,Tier-1-Metro,13000.0,824,95200.0,46.3,2,6300.0,29,Standard Credit Builder Loan
CUST-14057,54,Gig-Worker,Tier-1-Metro,18500.0,765,69100.0,50.9,1,10100.0,38,Guaranteed Secured Loan
CUST-14058,35,Salaried-Govt,Tier-1-Metro,7500.0,727,54600.0,18.8,3,2100.0,32,Enterprise Preferred Express Loan
CUST-14059,52,Self-Employed-Professional,Tier-3-SemiUrban,5300.0,655,27400.0,35.6,1,2100.0,46,Standard Credit Builder Loan
CUST-14060,41,Salaried-Corporate,Tier-3-SemiUrban,14700.0,785,103300.0,11.7,1,2400.0,8,Super-Prime Privilege Loan
CUST-14061,66,Salaried-Corporate,Tier-1-Metro,14500.0,701,11500.0,13.6,0,2700.0,25,Enterprise Preferred Express Loan
CUST-14062,25,Salaried-Corporate,Tier-1-Metro,9500.0,828,51600.0,38.8,0,4500.0,21,Enterprise Preferred Express Loan
CUST-14063,26,Salaried-Govt,Tier-1-Metro,33100.0,636,227100.0,30.9,2,10600.0,29,Standard Credit Builder Loan
CUST-14064,58,Self-Employed-Professional,Tier-1-Metro,6900.0,654,12500.0,43.6,4,3400.0,64,Standard Credit Builder Loan
CUST-14065,42,Salaried-Corporate,Rural,5200.0,646,28400.0,28.0,1,2200.0,42,Standard Credit Builder Loan
CUST-14066,38,Salaried-Corporate,Tier-2-Urban,11500.0,599,76900.0,14.0,2,1900.0,38,Guaranteed Secured Loan
CUST-14067,34,Self-Employed-Professional,Tier-2-Urban,6000.0,640,16000.0,49.0,1,3500.0,57,Standard Credit Builder Loan
CUST-14068,30,Salaried-Corporate,Tier-3-SemiUrban,12100.0,718,42800.0,11.9,3,1900.0,30,Enterprise Preferred Express Loan
CUST-14069,66,Self-Employed-Business,Tier-3-SemiUrban,5400.0,657,25800.0,16.9,0,1500.0,30,Standard Credit Builder Loan
CUST-14070,33,Salaried-Govt,Tier-3-SemiUrban,7000.0,421,30800.0,21.0,1,1900.0,64,Guaranteed Secured Loan
CUST-14071,51,Self-Employed-Professional,Tier-1-Metro,27800.0,791,22100.0,54.8,1,16000.0,42,Guaranteed Secured Loan
CUST-14072,50,Salaried-Corporate,Tier-1-Metro,7000.0,584,8700.0,27.6,1,2300.0,51,Guaranteed Secured Loan
CUST-14073,23,Salaried-Corporate,Tier-2-Urban,5500.0,754,6900.0,31.6,0,2300.0,30,Enterprise Preferred Express Loan
CUST-14074,50,Salaried-Govt,Tier-1-Metro,18100.0,712,44700.0,44.2,1,8500.0,42,Enterprise Preferred Express Loan
CUST-14075,26,Self-Employed-Professional,Rural,4800.0,850,11300.0,37.9,1,2200.0,26,Enterprise Preferred Express Loan
CUST-14076,49,Salaried-Govt,Tier-2-Urban,5900.0,785,35800.0,47.5,0,3100.0,33,Standard Credit Builder Loan
CUST-14077,28,Salaried-Corporate,Rural,12700.0,672,60900.0,30.9,1,4700.0,37,Standard Credit Builder Loan
CUST-14078,64,Self-Employed-Business,Tier-1-Metro,15700.0,657,97800.0,53.7,1,9000.0,49,Guaranteed Secured Loan
CUST-14079,65,Self-Employed-Professional,Tier-3-SemiUrban,18600.0,823,19100.0,45.5,2,9000.0,37,Standard Credit Builder Loan
CUST-14080,63,Self-Employed-Professional,Tier-1-Metro,5700.0,599,23600.0,26.9,1,2200.0,47,Guaranteed Secured Loan
CUST-14081,64,Gig-Worker,Rural,12800.0,724,37500.0,25.9,0,3600.0,27,Enterprise Preferred Express Loan
CUST-14082,53,Salaried-Corporate,Tier-1-Metro,6800.0,700,46700.0,51.7,1,4100.0,48,Guaranteed Secured Loan
CUST-14083,37,Salaried-Corporate,Tier-2-Urban,6200.0,684,36000.0,40.2,0,2800.0,40,Enterprise Preferred Express Loan
CUST-14084,31,Self-Employed-Business,Tier-3-SemiUrban,18400.0,737,129200.0,37.2,1,7500.0,27,Enterprise Preferred Express Loan
CUST-14085,33,Self-Employed-Professional,Tier-1-Metro,6400.0,724,5400.0,43.6,0,3100.0,40,Enterprise Preferred Express Loan
CUST-14086,31,Salaried-Corporate,Tier-2-Urban,10600.0,744,62600.0,34.4,1,4300.0,31,Enterprise Preferred Express Loan
CUST-14087,51,Salaried-Corporate,Rural,9800.0,720,44600.0,15.5,0,2100.0,20,Enterprise Preferred Express Loan
CUST-14088,48,Self-Employed-Business,Tier-1-Metro,4700.0,741,31400.0,23.0,0,1500.0,23,Enterprise Preferred Express Loan
CUST-14089,64,Salaried-Corporate,Tier-2-Urban,16000.0,717,68900.0,34.2,3,5900.0,41,Enterprise Preferred Express Loan
CUST-14090,26,Salaried-Corporate,Tier-1-Metro,12500.0,661,56900.0,8.9,4,1400.0,38,Standard Credit Builder Loan
CUST-14091,61,Salaried-Govt,Tier-3-SemiUrban,2700.0,710,2400.0,28.6,1,1500.0,37,Standard Credit Builder Loan
CUST-14092,36,Salaried-Govt,Tier-2-Urban,10600.0,656,58400.0,43.5,0,4900.0,43,Standard Credit Builder Loan
CUST-14093,24,Self-Employed-Business,Tier-1-Metro,5600.0,651,14300.0,15.7,2,1400.0,39,Standard Credit Builder Loan
CUST-14094,55,Salaried-Corporate,Tier-1-Metro,17300.0,685,11200.0,11.0,2,2200.0,33,Enterprise Preferred Express Loan
CUST-14095,46,Self-Employed-Business,Tier-2-Urban,3800.0,701,3800.0,47.3,2,2600.0,54,Standard Credit Builder Loan
CUST-14096,32,Salaried-Govt,Tier-1-Metro,7200.0,713,55300.0,37.0,1,3200.0,37,Enterprise Preferred Express Loan
CUST-14097,31,Salaried-Govt,Tier-1-Metro,11100.0,779,34400.0,16.3,0,2100.0,15,Super-Prime Privilege Loan
CUST-14098,57,Self-Employed-Business,Tier-2-Urban,9300.0,673,65200.0,45.9,0,4900.0,42,Standard Credit Builder Loan
CUST-14099,45,Salaried-Corporate,Tier-1-Metro,14200.0,725,109300.0,38.9,2,6300.0,35,Enterprise Preferred Express Loan
CUST-14100,38,Salaried-Corporate,Tier-1-Metro,3600.0,719,27300.0,23.7,2,1400.0,35,Enterprise Preferred Express Loan
CUST-14101,39,Salaried-Corporate,Tier-2-Urban,24100.0,664,171400.0,25.7,1,6700.0,24,Standard Credit Builder Loan
CUST-14102,43,Salaried-Corporate,Tier-1-Metro,12300.0,716,88700.0,15.3,0,2300.0,16,Enterprise Preferred Express Loan
CUST-14103,58,Salaried-Govt,Tier-1-Metro,20200.0,785,53900.0,47.3,1,9800.0,35,Standard Credit Builder Loan
CUST-14104,38,Self-Employed-Professional,Tier-1-Metro,15100.0,724,24700.0,31.9,2,5200.0,39,Enterprise Preferred Express Loan
CUST-14105,46,Self-Employed-Business,Tier-2-Urban,8900.0,727,47100.0,34.2,1,3600.0,34,Enterprise Preferred Express Loan
CUST-14106,26,Self-Employed-Business,Tier-2-Urban,4100.0,657,17100.0,49.5,1,2700.0,55,Standard Credit Builder Loan
CUST-14107,24,Salaried-Corporate,Tier-2-Urban,6400.0,850,7900.0,8.7,0,1300.0,5,Super-Prime Privilege Loan
CUST-14108,64,Salaried-Govt,Tier-1-Metro,23200.0,661,129500.0,11.1,0,3300.0,16,Standard Credit Builder Loan
CUST-14109,49,Salaried-Corporate,Tier-1-Metro,20600.0,585,97300.0,15.6,1,3500.0,35,Guaranteed Secured Loan
CUST-14110,54,Salaried-Corporate,Tier-1-Metro,6200.0,775,43200.0,9.4,2,1200.0,18,Super-Prime Privilege Loan
CUST-14111,37,Salaried-Corporate,Tier-1-Metro,1800.0,701,9100.0,38.9,0,1200.0,40,Standard Credit Builder Loan
CUST-14112,63,Salaried-Govt,Rural,7900.0,687,38000.0,37.8,0,3500.0,38,Enterprise Preferred Express Loan
CUST-14113,63,Gig-Worker,Tier-1-Metro,7500.0,669,28500.0,17.9,1,1900.0,33,Standard Credit Builder Loan
CUST-14114,36,Salaried-Corporate,Tier-1-Metro,7700.0,850,30600.0,15.0,1,1400.0,10,Super-Prime Privilege Loan
CUST-14115,22,Salaried-Corporate,Tier-1-Metro,12300.0,737,94200.0,14.8,1,2100.0,17,Enterprise Preferred Express Loan
CUST-14116,54,Self-Employed-Business,Tier-2-Urban,15100.0,751,23200.0,52.8,1,8500.0,45,Guaranteed Secured Loan
CUST-14117,28,Salaried-Corporate,Tier-2-Urban,16200.0,722,62300.0,40.6,2,6900.0,41,Enterprise Preferred Express Loan
CUST-14118,33,Self-Employed-Professional,Tier-2-Urban,11700.0,730,63400.0,35.5,2,4700.0,37,Enterprise Preferred Express Loan
CUST-14119,62,Self-Employed-Business,Tier-3-SemiUrban,3000.0,815,11200.0,23.2,0,1100.0,17,Standard Credit Builder Loan
CUST-14120,28,Self-Employed-Professional,Tier-2-Urban,7300.0,691,19200.0,28.4,1,2800.0,38,Enterprise Preferred Express Loan
CUST-14121,50,Salaried-Govt,Tier-1-Metro,35000.0,601,92900.0,12.2,0,5000.0,27,Standard Credit Builder Loan
CUST-14122,52,Self-Employed-Business,Tier-1-Metro,11200.0,775,25200.0,54.9,2,6900.0,47,Guaranteed Secured Loan
CUST-14123,56,Salaried-Govt,Tier-2-Urban,11200.0,747,34500.0,43.5,2,5600.0,43,Enterprise Preferred Express Loan
CUST-14124,67,Self-Employed-Business,Tier-2-Urban,11100.0,718,78100.0,37.2,0,4900.0,30,Enterprise Preferred Express Loan
CUST-14125,50,Salaried-Govt,Tier-2-Urban,11500.0,745,49300.0,35.6,0,4700.0,29,Enterprise Preferred Express Loan
CUST-14126,21,Salaried-Corporate,Tier-2-Urban,2100.0,682,4800.0,31.7,0,1400.0,38,Standard Credit Builder Loan
CUST-14127,63,Salaried-Govt,Tier-2-Urban,7800.0,712,26400.0,20.1,1,2200.0,30,Enterprise Preferred Express Loan
CUST-14128,59,Salaried-Govt,Tier-3-SemiUrban,8800.0,700,11400.0,18.6,0,2300.0,28,Enterprise Preferred Express Loan
CUST-14129,37,Self-Employed-Professional,Tier-2-Urban,19300.0,666,140500.0,33.8,1,6800.0,32,Standard Credit Builder Loan
CUST-14130,40,Self-Employed-Business,Tier-3-SemiUrban,9200.0,799,32800.0,11.3,1,1600.0,14,Super-Prime Privilege Loan
CUST-14131,44,Self-Employed-Business,Tier-1-Metro,3300.0,604,25900.0,11.5,1,1100.0,37,Standard Credit Builder Loan
CUST-14132,42,Salaried-Corporate,Tier-2-Urban,11600.0,850,36000.0,34.4,2,4500.0,25,Super-Prime Privilege Loan
CUST-14133,49,Self-Employed-Business,Tier-3-SemiUrban,5500.0,776,37200.0,51.2,1,3100.0,40,Guaranteed Secured Loan
CUST-14134,42,Salaried-Govt,Tier-1-Metro,4300.0,577,10400.0,51.0,2,2700.0,70,Guaranteed Secured Loan
CUST-14135,64,Self-Employed-Professional,Tier-3-SemiUrban,5400.0,693,5800.0,8.5,0,1100.0,23,Enterprise Preferred Express Loan
CUST-14136,29,Self-Employed-Professional,Tier-2-Urban,12400.0,697,9200.0,13.0,0,2300.0,25,Enterprise Preferred Express Loan
CUST-14137,57,Salaried-Corporate,Tier-1-Metro,19100.0,739,96400.0,35.4,1,7300.0,29,Enterprise Preferred Express Loan
CUST-14138,30,Self-Employed-Professional,Tier-2-Urban,12000.0,636,34000.0,47.9,1,6100.0,55,Standard Credit Builder Loan
CUST-14139,56,Salaried-Corporate,Tier-1-Metro,13100.0,712,50100.0,52.9,0,7700.0,43,Guaranteed Secured Loan
CUST-14140,57,Salaried-Corporate,Rural,11900.0,701,79000.0,48.4,1,6400.0,43,Standard Credit Builder Loan
CUST-14141,48,Salaried-Govt,Tier-3-SemiUrban,9500.0,655,22400.0,39.8,0,4100.0,45,Standard Credit Builder Loan
CUST-14142,48,Salaried-Corporate,Tier-1-Metro,13600.0,644,38300.0,17.4,2,3100.0,39,Standard Credit Builder Loan
CUST-14143,62,Self-Employed-Business,Tier-1-Metro,2100.0,779,14400.0,11.4,1,600.0,18,Standard Credit Builder Loan
CUST-14144,63,Salaried-Corporate,Tier-2-Urban,9600.0,583,40300.0,10.2,1,1400.0,38,Guaranteed Secured Loan
CUST-14145,41,Salaried-Corporate,Tier-1-Metro,4800.0,746,32200.0,36.8,3,2500.0,43,Enterprise Preferred Express Loan
CUST-14146,44,Salaried-Govt,Tier-1-Metro,18000.0,770,59600.0,9.7,2,2500.0,17,Super-Prime Privilege Loan
CUST-14147,62,Self-Employed-Business,Tier-2-Urban,8200.0,694,28600.0,42.7,1,3900.0,45,Enterprise Preferred Express Loan
CUST-14148,60,Self-Employed-Professional,Tier-1-Metro,9100.0,714,16000.0,41.5,1,4000.0,43,Enterprise Preferred Express Loan
CUST-14149,22,Self-Employed-Business,Tier-1-Metro,3600.0,797,26500.0,11.7,1,700.0,15,Enterprise Preferred Express Loan
CUST-14150,28,Self-Employed-Business,Tier-3-SemiUrban,16500.0,657,119200.0,50.6,0,9100.0,41,Guaranteed Secured Loan
CUST-14151,47,Salaried-Corporate,Tier-3-SemiUrban,13000.0,665,102500.0,32.5,0,5000.0,31,Standard Credit Builder Loan
CUST-14152,42,Salaried-Corporate,Tier-3-SemiUrban,12500.0,673,44000.0,50.5,0,6800.0,47,Guaranteed Secured Loan
CUST-14153,57,Salaried-Corporate,Tier-3-SemiUrban,5500.0,797,36500.0,50.4,2,3200.0,41,Guaranteed Secured Loan
CUST-14154,47,Salaried-Govt,Tier-1-Metro,5600.0,807,20200.0,17.3,0,1400.0,13,Enterprise Preferred Express Loan
CUST-14155,49,Self-Employed-Business,Tier-1-Metro,10200.0,605,39900.0,25.9,0,3400.0,40,Standard Credit Builder Loan
CUST-14156,23,Salaried-Govt,Tier-1-Metro,5900.0,785,39700.0,14.3,0,1200.0,12,Enterprise Preferred Express Loan
CUST-14157,64,Self-Employed-Business,Tier-3-SemiUrban,11600.0,771,21200.0,44.4,1,5700.0,38,Enterprise Preferred Express Loan
CUST-14158,33,Salaried-Govt,Rural,2400.0,827,5200.0,31.7,1,1400.0,25,Standard Credit Builder Loan
CUST-14159,65,Salaried-Corporate,Tier-2-Urban,6700.0,739,19200.0,51.7,1,3800.0,46,Guaranteed Secured Loan
CUST-14160,30,Salaried-Corporate,Tier-3-SemiUrban,26300.0,707,168600.0,17.8,0,5000.0,11,Enterprise Preferred Express Loan
CUST-14161,56,Self-Employed-Professional,Tier-2-Urban,11700.0,796,38600.0,40.4,2,5100.0,35,Enterprise Preferred Express Loan
CUST-14162,29,Self-Employed-Business,Tier-1-Metro,9900.0,762,31500.0,54.5,1,6000.0,44,Guaranteed Secured Loan
CUST-14163,47,Self-Employed-Professional,Tier-1-Metro,29500.0,850,235700.0,39.3,1,12300.0,5,Enterprise Preferred Express Loan
CUST-14164,54,Salaried-Corporate,Tier-1-Metro,2200.0,782,7400.0,11.2,3,800.0,26,Standard Credit Builder Loan
CUST-14165,21,Gig-Worker,Tier-1-Metro,5500.0,722,13000.0,35.7,3,2200.0,47,Enterprise Preferred Express Loan
CUST-14166,52,Salaried-Corporate,Tier-2-Urban,7000.0,622,36200.0,16.5,1,1600.0,37,Standard Credit Builder Loan
CUST-14167,45,Salaried-Corporate,Tier-1-Metro,15000.0,666,97700.0,9.4,3,1700.0,30,Standard Credit Builder Loan
CUST-14168,49,Gig-Worker,Tier-2-Urban,15100.0,602,15400.0,23.7,1,3800.0,46,Standard Credit Builder Loan
CUST-14169,27,Salaried-Corporate,Tier-2-Urban,5300.0,694,27300.0,20.5,0,1600.0,28,Enterprise Preferred Express Loan
CUST-14170,23,Self-Employed-Business,Tier-1-Metro,16300.0,779,12500.0,45.1,0,8100.0,34,Standard Credit Builder Loan
CUST-14171,40,Salaried-Corporate,Tier-2-Urban,7000.0,710,31100.0,25.6,1,2500.0,33,Enterprise Preferred Express Loan
CUST-14172,40,Salaried-Govt,Tier-2-Urban,18500.0,787,44900.0,42.4,1,8500.0,32,Enterprise Preferred Express Loan
CUST-14173,50,Self-Employed-Professional,Tier-1-Metro,4800.0,735,13400.0,8.8,1,1100.0,21,Enterprise Preferred Express Loan
CUST-14174,55,Salaried-Corporate,Tier-3-SemiUrban,8300.0,680,33200.0,8.7,2,1500.0,30,Enterprise Preferred Express Loan
CUST-14175,55,Self-Employed-Business,Tier-2-Urban,6700.0,717,49900.0,9.4,1,1300.0,20,Enterprise Preferred Express Loan
CUST-14176,59,Salaried-Corporate,Tier-2-Urban,16900.0,745,98500.0,18.3,0,3700.0,13,Enterprise Preferred Express Loan
CUST-14177,47,Self-Employed-Business,Tier-3-SemiUrban,6500.0,720,48900.0,25.6,0,2100.0,26,Enterprise Preferred Express Loan
CUST-14178,46,Salaried-Corporate,Tier-3-SemiUrban,8700.0,721,47400.0,36.6,3,3400.0,44,Enterprise Preferred Express Loan
CUST-14179,34,Salaried-Corporate,Tier-3-SemiUrban,12100.0,652,6700.0,54.3,2,7000.0,63,Guaranteed Secured Loan
CUST-14180,37,Salaried-Corporate,Tier-1-Metro,12400.0,678,30900.0,24.7,1,3800.0,36,Standard Credit Builder Loan
CUST-14181,38,Salaried-Corporate,Tier-1-Metro,15200.0,850,110900.0,10.6,2,2200.0,5,Super-Prime Privilege Loan
CUST-14182,65,Self-Employed-Professional,Tier-1-Metro,10200.0,802,54300.0,17.2,2,2100.0,19,Super-Prime Privilege Loan
CUST-14183,49,Salaried-Corporate,Tier-1-Metro,7000.0,599,55000.0,50.2,3,4100.0,66,Guaranteed Secured Loan
CUST-14184,40,Salaried-Corporate,Tier-3-SemiUrban,7300.0,532,12200.0,40.9,1,3500.0,65,Guaranteed Secured Loan
CUST-14185,47,Salaried-Govt,Tier-2-Urban,9100.0,716,24800.0,45.1,1,4900.0,44,Standard Credit Builder Loan
CUST-14186,38,Salaried-Corporate,Tier-1-Metro,10400.0,777,33500.0,13.8,0,1700.0,14,Super-Prime Privilege Loan
CUST-14187,24,Self-Employed-Business,Tier-1-Metro,8200.0,671,24200.0,14.3,3,1800.0,39,Standard Credit Builder Loan
CUST-14188,21,Gig-Worker,Tier-1-Metro,9100.0,787,21700.0,13.3,4,1800.0,29,Super-Prime Privilege Loan
CUST-14189,21,Salaried-Govt,Tier-2-Urban,3600.0,714,13800.0,48.3,2,2500.0,52,Standard Credit Builder Loan
CUST-14190,46,Self-Employed-Professional,Tier-2-Urban,13400.0,698,71300.0,17.9,1,2900.0,25,Enterprise Preferred Express Loan
CUST-14191,65,Salaried-Govt,Tier-3-SemiUrban,10000.0,767,28300.0,38.2,1,4500.0,34,Enterprise Preferred Express Loan
CUST-14192,40,Salaried-Corporate,Rural,16300.0,670,17900.0,32.3,1,5500.0,43,Standard Credit Builder Loan
CUST-14193,43,Self-Employed-Business,Tier-1-Metro,9000.0,688,52300.0,33.6,0,3300.0,34,Enterprise Preferred Express Loan
CUST-14194,30,Salaried-Govt,Tier-1-Metro,3200.0,760,12600.0,17.2,1,1000.0,24,Standard Credit Builder Loan
CUST-14195,31,Self-Employed-Business,Tier-1-Metro,7200.0,708,33700.0,37.9,0,3300.0,36,Enterprise Preferred Express Loan
CUST-14196,61,Self-Employed-Professional,Tier-1-Metro,7900.0,850,30900.0,10.0,4,1300.0,19,Super-Prime Privilege Loan
CUST-14197,61,Salaried-Govt,Tier-3-SemiUrban,14000.0,762,100500.0,54.7,1,8000.0,37,Guaranteed Secured Loan
CUST-14198,25,Self-Employed-Professional,Tier-2-Urban,2600.0,757,12200.0,9.3,2,800.0,23,Standard Credit Builder Loan
CUST-14199,21,Self-Employed-Business,Tier-2-Urban,9200.0,706,68300.0,10.4,1,1500.0,20,Enterprise Preferred Express Loan
CUST-14200,37,Salaried-Govt,Tier-2-Urban,12200.0,776,52800.0,23.3,0,3400.0,17,Super-Prime Privilege Loan
CUST-14201,42,Self-Employed-Business,Tier-1-Metro,6000.0,686,16200.0,47.1,0,3100.0,46,Standard Credit Builder Loan
CUST-14202,54,Salaried-Corporate,Tier-1-Metro,9400.0,731,29800.0,20.1,4,2600.0,39,Enterprise Preferred Express Loan
CUST-14203,65,Gig-Worker,Tier-2-Urban,6100.0,641,26900.0,30.2,2,2400.0,48,Standard Credit Builder Loan
CUST-14204,61,Self-Employed-Business,Tier-2-Urban,5800.0,788,26000.0,8.8,0,900.0,10,Enterprise Preferred Express Loan
CUST-14205,49,Salaried-Corporate,Tier-1-Metro,7000.0,732,39600.0,11.7,0,1400.0,17,Enterprise Preferred Express Loan
CUST-14206,24,Salaried-Corporate,Tier-2-Urban,5800.0,850,12700.0,36.6,1,2500.0,25,Enterprise Preferred Express Loan
CUST-14207,25,Self-Employed-Business,Tier-3-SemiUrban,13500.0,850,73500.0,17.1,0,2800.0,5,Super-Prime Privilege Loan
CUST-14208,31,Salaried-Corporate,Tier-1-Metro,5800.0,767,36800.0,40.6,0,2800.0,30,Enterprise Preferred Express Loan
CUST-14209,41,Salaried-Corporate,Tier-2-Urban,5200.0,715,29000.0,44.9,1,3100.0,44,Enterprise Preferred Express Loan
CUST-14210,55,Salaried-Govt,Tier-1-Metro,25900.0,639,106500.0,48.0,1,13200.0,47,Standard Credit Builder Loan
